datetime,TotalActivePower,TotalReactivePower,Voltage,CurrentIntensity,Device_1,Device_2,Device_3,Rest_active_power
12/19/2015 22:00,43.2,8.76,14560.76,180.8,0,70,0,650
12/19/2015 23:00,23.022,4.026,14797.63,95,0,10,0,373.7
12/20/2015 0:00,27.59,8.76,14748.68,119.2,0,43,0,416.83334
12/20/2015 1:00,15.52,3.4,14628.32,66.8,0,10,0,248.66667
12/20/2015 2:00,47.062,7.416,14734.05,194.59999,0,42,476,266.36667
12/20/2015 3:00,18.602,4.108,14769.05,80.6,0,10,42,258.03333
12/20/2015 4:00,17.34,5.846,14786.02,74.8,0,28,0,261
12/20/2015 5:00,15.762,4.632,14687.7295,67.2,0,12,0,250.7
12/20/2015 6:00,17.016,3.994,14644.44,70.8,0,0,0,283.6
12/20/2015 7:00,91.598,11.538,14598.9,386.2,0,31,280,1215.6333
12/20/2015 8:00,175.056,5.292,14387.54,732.2,0,577,1057,1283.6
12/20/2015 9:00,83.132,6.502,14587.37,337.6,0,32,1086,267.53333
12/20/2015 10:00,90.618,2.83,14434.83,375,0,194,1063,253.3
12/20/2015 11:00,173.544,9.912,14430.79,724.4,0,1510,1062,320.4
12/20/2015 12:00,85.262,4.328,14556.38,349.6,0,5,1081,335.03333
12/20/2015 13:00,85.704,6.61,14548.06,352.8,0,28,1080,320.4
12/20/2015 14:00,77.694,5.56,14642.07,319.2,0,3,995,296.9
12/20/2015 15:00,16.868,4.2860003,14743.15,74.2,0,12,0,269.13333
12/20/2015 16:00,28.105999,6.55,14646.81,124.2,0,19,0,449.43332
12/20/2015 17:00,34.41,4.642,14575.24,142.6,0,0,0,573.5
12/20/2015 18:00,170.21,9.478,14354.44,713.6,0,31,631,2174.8333
12/20/2015 19:00,194.918,5.262,14204.39,822.6,0,0,1031,2217.6333
12/20/2015 20:00,214.528,15.932,14180.71,908.2,0,31,1027,2517.4666
12/20/2015 21:00,218.764,9.63,14159.54,924.2,0,0,1024,2622.0667
12/20/2015 22:00,183.538,5.286,14331.63,765.2,0,22,1049,1987.9667
12/20/2015 23:00,142.906,9.204,14543.47,587.2,0,8,1079,1294.7667
12/21/2015 0:00,92.152,9.332,14605.55,379.4,0,0,1088,447.86667
12/21/2015 1:00,83.878,7.31,14621.89,341.19998,0,31,1091,275.96667
12/21/2015 2:00,76.494,2.358,14619.22,309,0,0,1032,242.9
12/21/2015 3:00,18.156,7.192,14674.03,80,0,30,0,272.6
12/21/2015 4:00,14.804,2.55,14684.41,61.2,0,0,0,246.73334
12/21/2015 5:00,17.442,6.35,14636.97,75.8,0,23,0,267.7
12/21/2015 6:00,17.74,3.19,14691.03,73.200005,0,8,0,287.66666
12/21/2015 7:00,76.828,5.03,14477.62,322.2,0,0,0,1280.4667
12/21/2015 8:00,93.782,9.18,14369.67,395.6,0,30,305,1228.0333
12/21/2015 9:00,154.548,3.102,14308.66,646.8,666,562,1046,301.80002
12/21/2015 10:00,106.062,4.248,14382.36,444.2,569,31,890,277.7
12/21/2015 11:00,37.674,6.738,14492.2,166,0,69,35,523.9
12/21/2015 12:00,49.148,7.87,14560.45,215,0,460,0,359.13333
12/21/2015 13:00,101.294,3.87,14507.87,423.6,0,1192,233,263.23334
12/21/2015 14:00,61.434002,7.11,14599.17,260.2,0,72,500,451.9
12/21/2015 15:00,18.444,2.742,14574.38,81.8,0,10,0,297.4
12/21/2015 16:00,81.604,5.814,14394.38,337.4,0,43,1037,280.06665
12/21/2015 17:00,105.158,8.882,14101.1,452,0,10,719,1023.63336
12/21/2015 18:00,146.598,7.19,14033.66,625,0,42,1006,1395.3
12/21/2015 19:00,131.828,5.666,14100.03,561.4,281,10,702,1204.1333
12/21/2015 20:00,146.242,15.076,14070.02,626.4,249,36,257,1895.3667
12/21/2015 21:00,58.936,2.658,14298.73,246.2,0,2,515,465.26666
12/21/2015 22:00,16.816,5.608,14571.99,72.4,0,12,0,268.26666
12/21/2015 23:00,16.226,5.368,14721.02,70.4,0,19,0,251.43333
12/22/2015 0:00,16.016,4.748,14740.69,68.6,0,0,0,266.93332
12/22/2015 1:00,16.32,5.562,14667.23,70.4,0,31,0,241
12/22/2015 2:00,16.058,4.756,14810.27,68.6,0,0,0,267.63333
12/22/2015 3:00,16.432,5.612,14747.57,70.4,0,31,0,242.86667
12/22/2015 4:00,15.856,4.336,14721.57,68.2,0,0,0,264.26666
12/22/2015 5:00,48.41,5.044,14707.16,199.8,0,23,534,249.83333
12/22/2015 6:00,28.778,5.166,14718.56,122,0,8,0,471.63333
12/22/2015 7:00,103.392,6.364,14455.74,432.4,0,0,224,1499.2
12/22/2015 8:00,164.664,6.482,14427.02,685.6,667,31,1063,983.4
12/22/2015 9:00,113.778,2.732,14372.9795,472.2,601,0,1055,240.30002
12/22/2015 10:00,80.698,5.666,14380.76,334.2,0,30,1055,259.96667
12/22/2015 11:00,75.154,4.842,14300.73,315.6,225,0,762,265.56665
12/22/2015 12:00,73.708,23.04,14411.94,331,638,34,0,556.4667
12/22/2015 13:00,40.314,14.868,14441.15,182.4,0,0,0,671.9
12/22/2015 14:00,48.934,9.702,14449.87,213,0,34,362,419.56668
12/22/2015 15:00,87.098,5.922,14511.54,358.4,0,0,1075,376.63333
12/22/2015 16:00,94.272,8.314,14507.69,388.6,0,32,1074,465.2
12/22/2015 17:00,89.808,5.508,14330.68,374.6,0,0,631,865.8
12/22/2015 18:00,161.218,18.338,14250.46,683.4,0,31,234,2421.9666
12/22/2015 19:00,236.29,14.838,14244.36,992.4,0,0,1036,2902.1667
12/22/2015 20:00,212.164,8.3880005,14131.83,903,469,34,1021,2012.0667
12/22/2015 21:00,272.92,3.956,14108.17,1167.2,551,0,1005,2992.6667
12/22/2015 22:00,183.904,5.354,14351.98,779,0,23,0,3042.0667
12/22/2015 23:00,145.152,7.368,14515.8,616,0,8,0,2411.2
12/23/2015 0:00,101.894,4.948,14581.22,446.2,0,2,0,1696.2333
12/23/2015 1:00,103.368004,7.044,14628.75,453,0,29,0,1693.8
12/23/2015 2:00,102.046,4.088,14630.48,450.6,0,0,0,1700.7667
12/23/2015 3:00,106.292,6.4,14621.22,459.4,0,31,0,1740.5333
12/23/2015 4:00,113.496,3.862,14580.36,489.4,0,0,124,1767.6
12/23/2015 5:00,133.746,6.766,14546.95,571.8,0,28,424,1777.1
12/23/2015 6:00,98.962,4.31,14548.01,434.4,0,3,0,1646.3667
12/23/2015 7:00,241.40201,3.332,14266.02,1019,0,0,651,3372.3667
12/23/2015 8:00,251.45,5.722,14346.19,1053.4,0,31,1050,3109.8333
12/23/2015 9:00,194.784,4.688,14448.75,811.8,0,0,1066,2180.4
12/23/2015 10:00,178.33,12.176,14348.22,753.6,0,31,516,2425.1667
12/23/2015 11:00,189.54,6.344,14262.9,798.2,0,0,649,2510
12/23/2015 12:00,175.728,5.458,14325.39,741,0,10,574,2344.8
12/23/2015 13:00,204.378,9.702,14391.05,858.8,0,21,1057,2328.3
12/23/2015 14:00,225.478,14.694,14430.06,945.6,0,0,1063,2694.9666
12/23/2015 15:00,242.946,19.858,14478.81,1013.8,0,31,1070,2948.1
12/23/2015 16:00,260.946,24.156,14428.61,1093,76,65,1063,3145.1
12/23/2015 17:00,327.152,12.958,14018.65,1401.6,971,40,1005,3436.5334
12/23/2015 18:00,232.76399,5.986,14280.03,981.8,0,1,1041,2837.4
12/23/2015 19:00,247.06999,12.32,14323.76,1038,0,36,1048,3033.8335
12/23/2015 20:00,250.884,7.486,14311.13,1055.8,0,21,1045,3115.4
12/23/2015 21:00,197.306,14.146,14315.68,833.6,0,13,340,2935.4333
12/23/2015 22:00,259.676,17.342,14291.42,1098.6,866,30,0,3431.9333
12/23/2015 23:00,333.748,7.684,14392.29,1398,756,2,940,3864.4666
12/24/2015 0:00,241.68,5.44,14346.76,1024.8,0,30,1052,2946
12/24/2015 1:00,196.54199,3.106,14256.64,841,437,2,1038,1798.7
12/24/2015 2:00,138.182,6.224,14665.96,604,461,22,220,1600.0333
12/24/2015 3:00,96.406,4.314,14811.72,440.8,0,9,0,1597.7667
12/24/2015 4:00,94.566,4.074,14751.97,436,0,3,0,1573.1
12/24/2015 5:00,97.914,6.508,14750.14,452,0,28,0,1603.9
12/24/2015 6:00,113.712,3.04,14735.45,506.8,0,0,0,1895.2
12/24/2015 7:00,88.584,5.98,14567.72,418.2,0,31,0,1445.4
12/24/2015 8:00,85.666,3.136,14501.92,395.8,0,0,0,1427.7667
12/24/2015 9:00,163.54,5.634,14393.39,708.6,0,23,863,1839.6666
12/24/2015 10:00,160.52,6.3780003,14201.89,682.6,0,520,1030,1125.3334
12/24/2015 11:00,125.576,6.932,14260.09,528.8,0,94,1038,960.93335
12/24/2015 12:00,90,13.144,14215.94,386.8,0,379,125,996
12/24/2015 13:00,194.396,9.54,14237.78,827.2,0,1831,343,1065.9333
12/24/2015 14:00,82.292,6.564,14635.68,338.6,0,92,603,676.5333
12/24/2015 15:00,185.81,14.004,14590.97,769.4,393,1837,0,866.8333
12/24/2015 16:00,120.428,7.566,14632.84,498.8,412,52,579,964.13336
12/24/2015 17:00,101.19,5.87,14281.22,427.8,0,31,0,1655.5
12/24/2015 18:00,30.312,7.164,14469.38,126.6,0,36,0,469.2
12/24/2015 19:00,27.242,3.434,14485.19,111,0,0,0,454.03333
12/24/2015 20:00,28.446,4.522,14516.54,117.4,0,0,0,474.1
12/24/2015 21:00,29.042,6.038,14532.49,120.200005,0,35,0,449.03333
12/24/2015 22:00,28.786,5.158,14602.69,118.2,0,0,0,479.76666
12/24/2015 23:00,29.18,6.13,14585.54,120.8,0,27,0,459.33334
12/25/2015 0:00,59.974,7.708,14646.39,248.8,0,9,177,813.56665
12/25/2015 1:00,72.406,6.114,14680.47,295.8,0,0,693,513.76666
12/25/2015 2:00,26.28,7.3980002,14912.18,110.6,0,36,0,402
12/25/2015 3:00,35.398,4.422,14896.91,144,0,0,0,589.9667
12/25/2015 4:00,34.72,3.28,14923.76,140.8,0,0,0,578.6667
12/25/2015 5:00,37.206,8.404,14885.68,150.6,0,37,0,583.1
12/25/2015 6:00,15.844,4.1480002,14820.23,65.4,0,0,0,264.06668
12/25/2015 7:00,40.607998,3.3,14603.53,170,0,9,20,647.8
12/25/2015 8:00,156.666,11.328,14543.95,647.4,0,26,637,1948.1
12/25/2015 9:00,89.608,10.936,14651.26,367.6,0,0,0,1493.4667
12/25/2015 10:00,114.94,15.926,14539.03,475,0,35,0,1880.6666
12/25/2015 11:00,182.676,9.406,14500.83,761.8,581,0,704,1759.6
12/25/2015 12:00,174.756,19.42,14463.06,746.8,1359,0,272,1281.6
12/25/2015 13:00,133.496,12.174,14537.11,568.2,1122,34,0,1068.9333
12/25/2015 14:00,107.024,5.304,14730.72,445.4,339,0,307,1137.7334
12/25/2015 15:00,104.42,9.538,14750.14,430.6,360,21,575,784.3333
12/25/2015 16:00,232.37,27.228,14501.68,978,1645,14,0,2213.8333
12/25/2015 17:00,124.308,17.16,14359.74,525.2,228,0,262,1581.8
12/25/2015 18:00,145.384,12.412,14393.35,608.2,0,273,390,1760.0667
12/25/2015 19:00,97.77,9.22,14479.7295,406.6,0,305,0,1324.5
12/25/2015 20:00,118.628,13.322,14504.08,493,0,3,371,1603.1333
12/25/2015 21:00,230.212,8.992,14313.36,968.6,436,997,1046,1357.8667
12/25/2015 22:00,252.892,4.1740003,14265.63,1064.6,550,89,341,3234.8667
12/25/2015 23:00,155.534,8.966,14593.08,637.2,0,74,0,2518.2334
12/26/2015 0:00,145.456,4.442,14679.94,589.60004,0,11,0,2413.2666
12/26/2015 1:00,144.158,7.508,14484.86,593.8,0,46,0,2356.6333
12/26/2015 2:00,144.656,2.934,14704.66,585.8,0,11,0,2399.9333
12/26/2015 3:00,146.944,5.026,14731.14,594.60004,0,10,0,2439.0667
12/26/2015 4:00,179.55,7.258,14692.65,730.2,0,47,530,2415.5
12/26/2015 5:00,143.26399,3.988,14605.48,583.8,0,2,0,2385.7334
12/26/2015 6:00,143.29199,4.048,14604.3,585.60004,0,15,0,2373.2
12/26/2015 7:00,188.164,6.226,14353.18,785.8,0,20,144,2972.0667
12/26/2015 8:00,141.956,4.7860003,14342.98,593.8,0,0,753,1612.9333
12/26/2015 9:00,212.704,6.804,14237.24,895.60004,0,553,900,2092.0667
12/26/2015 10:00,242.514,3.914,14241.1,1019.4,0,0,1036,3005.9
12/26/2015 11:00,142.412,3.964,14350.76,594.4,0,0,1052,1321.5333
12/26/2015 12:00,147.882,5.802,14364.87,620,0,34,1054,1376.7
12/26/2015 13:00,173.20801,9.656,14379.66,726.8,0,0,1055,1831.8
12/26/2015 14:00,229.596,10.682,14599.54,949.6,0,1563,1088,1175.6
12/26/2015 15:00,157.776,6.05,14718.83,645,0,38,1104,1487.6
12/26/2015 16:00,207.044,14.104,14470.6,864.2,0,25,1069,2356.7334
12/26/2015 17:00,200.54,6.216,14272.2705,843.6,0,46,1040,2256.3333
12/26/2015 18:00,194.802,11.01,14365.31,814.2,0,10,1053,2183.7
12/26/2015 19:00,182.04,14.678,14367.21,760.2,0,22,1054,1958
12/26/2015 20:00,208.74,9.486,14456.12,870.6,511,34,1066,1868
12/26/2015 21:00,159.504,5.602,14451.17,668.6,575,10,981,1092.4
12/26/2015 22:00,51.816,6.148,14675.54,225.8,0,36,0,827.6
12/26/2015 23:00,46.092,4.77,14791.22,200,0,0,0,768.2
12/27/2015 0:00,28.978,6.386,14866.07,132.8,0,0,0,482.96667
12/27/2015 1:00,29.608,11.292,14885.55,140.6,0,35,0,458.46667
12/27/2015 2:00,28.77,7.67,15020.55,131.6,0,0,0,479.5
12/27/2015 3:00,26.648,5.836,14896.0205,123.8,0,10,0,434.13333
12/27/2015 4:00,28.442,8.794,14859.64,134.2,0,26,0,448.03333
12/27/2015 5:00,62.192,5.118,14770.67,263.6,0,0,594,442.53333
12/27/2015 6:00,28.464,8.712,14866.54,133.2,0,28,0,446.4
12/27/2015 7:00,122.992,9.584,14444.52,522,0,7,283,1759.8667
12/27/2015 8:00,129.884,6.018,14427.18,538.2,0,0,1064,1100.7333
12/27/2015 9:00,139.738,8.32,14430.69,580.2,0,34,1063,1231.9667
12/27/2015 10:00,139.018,4.432,14334.4,580,0,0,1049,1267.9667
12/27/2015 11:00,78.936,3.746,14406.75,324.6,0,0,1059,256.6
12/27/2015 12:00,64.704,8.768,14449.58,270.8,0,35,770,273.4
12/27/2015 13:00,15.85,4.818,14583.94,71.8,0,0,0,264.16666
12/27/2015 14:00,15.83,4.738,14713.94,72.6,0,2,0,261.83334
12/27/2015 15:00,19.992,10.77,14741.88,94,0,33,0,300.2
12/27/2015 16:00,17.808,8.222,14761.34,79.6,0,0,0,296.8
12/27/2015 17:00,30.076,7.266,14462.02,130.6,0,20,0,481.26666
12/27/2015 18:00,109.464,5.482,14302.16,459.8,0,15,0,1809.4
12/27/2015 19:00,104.176,10.184,14376.82,441.8,0,0,0,1736.2667
12/27/2015 20:00,141.186,9.766,14524.9,583.4,0,35,1053,1265.1
12/27/2015 21:00,79.784,4.79,14563.88,326.8,0,0,41,1288.7333
12/27/2015 22:00,65.01,6.12,14566.9,268.4,0,0,0,1083.5
12/27/2015 23:00,21.210001,12.07,14769.06,100.8,0,34,0,319.5
12/28/2015 0:00,61.112,6.252,14621.01,255.6,0,0,726,292.53333
12/28/2015 1:00,16.664,6.764,14718.12,76,0,4,0,273.73334
12/28/2015 2:00,18.97,10.982,14923.42,88.4,0,31,0,285.16666
12/28/2015 3:00,17.928,8.97,14952.07,80.8,0,0,0,298.8
12/28/2015 4:00,18.605999,10.042,14890.59,86.4,0,21,0,289.1
12/28/2015 5:00,17.364,8.308,14817.09,78.4,0,14,0,275.4
12/28/2015 6:00,17.554,8.062,14868.92,78.4,0,0,0,292.56668
12/28/2015 7:00,62.6,11.052,14611.39,268.4,0,34,122,887.3333
12/28/2015 8:00,152.144,5.834,14434.55,632.6,629,0,1064,842.73334
12/28/2015 9:00,79.292,5.728,14558.05,334,548,0,503,270.53333
12/28/2015 10:00,19.564,10.812,14555.84,92.4,0,34,0,292.06665
12/28/2015 11:00,16.796,5.958,14549.09,77.4,0,0,0,279.93332
12/28/2015 12:00,16.26,4.862,14519.26,75,0,0,0,271
12/28/2015 13:00,41.918,11.164,14606.64,179.6,0,35,98,565.63336
12/28/2015 14:00,108.514,8.75,14601.91,449,0,0,1089,719.56665
12/28/2015 15:00,94.46,6,14657.88,386.19998,0,5,1096,473.3333
12/28/2015 16:00,93.538,6.822,14590.41,383,0,30,1086,442.96667
12/28/2015 17:00,145.952,11.126,14235.37,617,0,0,1035,1397.5333
12/28/2015 18:00,152.634,11.33,14326.16,643.8,0,136,1049,1358.9
12/28/2015 19:00,170.91,9.024,14243.9795,724,0,353,264,2231.5
12/28/2015 20:00,127.006,10.564,14401.33,532.8,2,79,129,1906.7667
12/28/2015 21:00,302.12,9.942,14237.67,1284.4,640,1774,915,1706.3333
12/28/2015 22:00,192.852,9.12,14594.36,797,388,1231,0,1595.2
12/28/2015 23:00,127.88,11.408,14791.29,543.6,0,638,0,1493.3334
12/29/2015 0:00,84.56,6.082,14777.71,386,0,38,0,1371.3334
12/29/2015 1:00,119.65,7.038,14745.15,522.4,0,21,544,1429.1666
12/29/2015 2:00,129.098,6.1,14900.66,536.4,0,34,0,2117.6333
12/29/2015 3:00,147.16,4.802,14766.42,593.2,0,11,0,2441.6667
12/29/2015 4:00,148.286,8.18,14749.83,600,0,45,0,2426.4333
12/29/2015 5:00,143.166,3.506,14604.67,584.60004,0,10,0,2376.1
12/29/2015 6:00,146.334,4.74,14763.36,591,0,6,0,2432.9
12/29/2015 7:00,230.326,9.588,14346.5,964.39996,0,33,711,3094.7666
12/29/2015 8:00,221.686,6.338,14367.72,922.2,0,0,750,2944.7666
12/29/2015 9:00,206.094,5.608,14380.02,856.2,0,19,1057,2358.9
12/29/2015 10:00,145.352,5.35,14503.45,599.4,0,14,1074,1334.5333
12/29/2015 11:00,83.35,4.818,14454.84,343.6,0,0,1066,323.16666
12/29/2015 12:00,93.344,7.112,14390.69,388.4,0,33,1058,464.73334
12/29/2015 13:00,102.56,11.906,14479.23,427.6,0,0,1070,639.3333
12/29/2015 14:00,85.11,11.49,14608.4,349.2,0,0,1089,329.5
12/29/2015 15:00,37.686,15.11,14659.05,170.2,0,34,273,321.1
12/29/2015 16:00,19.072,11.056,14468.19,90.2,0,0,0,317.86667
12/29/2015 17:00,53.544,8.372,14091.12,234.4,0,11,0,881.4
12/29/2015 18:00,113.558,9.298,13956.04,490.6,0,504,0,1388.6333
12/29/2015 19:00,107.48,8.318,14036.9,457.6,0,25,307,1459.3334
12/29/2015 20:00,208.31,11.618,13998.51,899.4,1252,35,553,1631.8334
12/29/2015 21:00,258.824,7.274,13982.1,1115.2,0,1988,551,1774.7333
12/29/2015 22:00,219.962,11.222,14234.03,928,0,1655,1035,976.0333
12/29/2015 23:00,69.88,11.468,14590.09,300.6,0,646,191,327.66666
12/30/2015 0:00,17.682,4.794,14548.89,80.6,0,37,0,257.7
12/30/2015 1:00,18.918,9.294,14509.92,90.6,0,47,0,268.3
12/30/2015 2:00,16.766,6.914,14834.76,76.4,0,10,0,269.43332
12/30/2015 3:00,18.346,9.392,14813.35,85.6,0,30,0,275.76666
12/30/2015 4:00,18.056,8.882,14804.47,83.8,0,28,0,272.93332
12/30/2015 5:00,16.67,5.894,14708.18,76,0,10,0,267.83334
12/30/2015 6:00,54.406,10.494,14808.78,226.40001,0,43,584,279.76666
12/30/2015 7:00,15.394,4.23,14653.44,70.2,0,0,0,256.56668
12/30/2015 8:00,91.004,15.426,14567.08,387.8,0,17,0,1499.7334
12/30/2015 9:00,194.146,12.896,14433.59,812,0,719,886,1630.7666
12/30/2015 10:00,277.364,21.534,14169.27,1183.2,733,1291,1027,1571.7334
12/30/2015 11:00,233.15201,15.086,14159.31,999.8,0,1830,1024,1031.8667
12/30/2015 12:00,188.706,13.142,14287.67,796.2,0,1406,1043,696.1
12/30/2015 13:00,137.578,13.150001,14420.2705,579.8,0,721,1061,510.96667
12/30/2015 14:00,107.396,17.896,14490.76,449.4,0,37,1072,680.93335
12/30/2015 15:00,146.972,30.636,14488.05,617.6,0,49,1071,1329.5333
12/30/2015 16:00,237.334,25.344,14336.7,1000.4,0,1482,1049,1424.5667
12/30/2015 17:00,154.87,25.421999,14102.95,667.39996,0,65,1017,1499.1666
12/30/2015 18:00,231.762,17.946,13951.22,999.2,340,0,995,2527.7
12/30/2015 19:00,225.182,19.446,13994.5,971.4,919,35,1001,1798.0333
12/30/2015 20:00,184.564,5.444,14071.03,788.2,515,0,686,1875.0667
12/30/2015 21:00,122.28,7.984,14289.75,519.4,565,20,0,1453
12/30/2015 22:00,44.947998,7.346,14428.11,201.4,0,16,0,733.13336
12/30/2015 23:00,42.612,3.55,14505.1,189.8,0,0,0,710.2
12/31/2015 0:00,40.574,8.858,14607.42,184.8,0,35,0,641.23334
12/31/2015 1:00,42.97,4.978,14514.49,193.4,0,0,0,716.1667
12/31/2015 2:00,43.316,8.066,14796.13,200,0,35,0,686.93335
12/31/2015 3:00,46.714,6.1940002,14746.79,215.4,0,0,0,778.56665
12/31/2015 4:00,76.666,3.972,14643.42,329.8,0,2,514,761.76666
12/31/2015 5:00,63.046,7.1280003,14599.59,275.6,0,33,297,720.76666
12/31/2015 6:00,150.082,5.162,14545.74,624.4,0,0,0,2501.3667
12/31/2015 7:00,201.87,9.106,14418.22,839.4,0,34,217,3113.5
12/31/2015 8:00,245.074,12.398,14352.78,1021.8,0,0,579,3505.5667
12/31/2015 9:00,163.392,4.52,14415.16,677.8,0,13,0,2710.2
